年度,月,日,指導員/啓発員,データ種別,値区分,値,ObjectId
2021,3,4,分煙対策指導員,指導対象,路上喫煙,127,1155
2021,3,4,分煙対策指導員,指導対象,路上喫煙過料,24,1156
2021,3,5,分煙対策指導員,指導対象,路上喫煙,117,1157
2021,3,5,分煙対策指導員,指導対象,路上喫煙過料,22,1158
2021,3,6,分煙対策指導員,指導対象,路上喫煙,86,1159
2021,3,6,分煙対策指導員,指導対象,路上喫煙過料,26,1160
2021,3,7,分煙対策指導員,指導対象,路上喫煙,141,1161
2021,3,7,分煙対策指導員,指導対象,路上喫煙過料,22,1162
2021,3,8,分煙対策指導員,指導対象,路上喫煙,82,1163
2021,3,8,分煙対策指導員,指導対象,路上喫煙過料,17,1164
2021,3,9,分煙対策指導員,指導対象,路上喫煙,94,1165
2021,3,9,分煙対策指導員,指導対象,路上喫煙過料,29,1166
2021,3,10,分煙対策指導員,指導対象,路上喫煙,102,1167
2021,3,10,分煙対策指導員,指導対象,路上喫煙過料,21,1168
2021,3,11,分煙対策指導員,指導対象,路上喫煙,128,1169
2021,3,11,分煙対策指導員,指導対象,路上喫煙過料,19,1170
2021,3,12,分煙対策指導員,指導対象,路上喫煙,157,1171
2021,3,12,分煙対策指導員,指導対象,路上喫煙過料,39,1172
2021,3,13,分煙対策指導員,指導対象,路上喫煙,0,1173
2021,3,13,分煙対策指導員,指導対象,路上喫煙過料,0,1174
2021,3,14,分煙対策指導員,指導対象,路上喫煙,147,1175
2021,3,14,分煙対策指導員,指導対象,路上喫煙過料,38,1176
2021,3,15,分煙対策指導員,指導対象,路上喫煙,161,1177
2021,3,15,分煙対策指導員,指導対象,路上喫煙過料,31,1178
2021,3,16,分煙対策指導員,指導対象,路上喫煙,65,1179
2021,3,16,分煙対策指導員,指導対象,路上喫煙過料,12,1180
2021,3,17,分煙対策指導員,指導対象,路上喫煙,135,1181
2021,3,17,分煙対策指導員,指導対象,路上喫煙過料,18,1182
2021,3,18,分煙対策指導員,指導対象,路上喫煙,100,1183
2021,3,18,分煙対策指導員,指導対象,路上喫煙過料,17,1184
2021,3,19,分煙対策指導員,指導対象,路上喫煙,101,1185
2021,3,19,分煙対策指導員,指導対象,路上喫煙過料,19,1186
2021,3,20,分煙対策指導員,指導対象,路上喫煙,83,1187
2021,3,20,分煙対策指導員,指導対象,路上喫煙過料,13,1188
2021,3,21,分煙対策指導員,指導対象,路上喫煙,131,1189
2021,3,21,分煙対策指導員,指導対象,路上喫煙過料,30,1190
2021,3,22,分煙対策指導員,指導対象,路上喫煙,49,1191
2021,3,22,分煙対策指導員,指導対象,路上喫煙過料,9,1192
2021,3,23,分煙対策指導員,指導対象,路上喫煙,118,1193
2021,3,23,分煙対策指導員,指導対象,路上喫煙過料,19,1194
2021,3,24,分煙対策指導員,指導対象,路上喫煙,75,1195
2021,3,24,分煙対策指導員,指導対象,路上喫煙過料,16,1196
2021,3,25,分煙対策指導員,指導対象,路上喫煙,97,1197
2021,3,25,分煙対策指導員,指導対象,路上喫煙過料,22,1198
2021,3,26,分煙対策指導員,指導対象,路上喫煙,131,1199
2021,3,26,分煙対策指導員,指導対象,路上喫煙過料,14,1200
2022,1,21,分煙対策指導員,指導対象,路上喫煙,191,1201
2022,1,21,分煙対策指導員,指導対象,路上喫煙過料,18,1202
2022,1,22,分煙対策指導員,指導対象,路上喫煙,201,1203
2022,1,22,分煙対策指導員,指導対象,路上喫煙過料,25,1204
2022,1,23,分煙対策指導員,指導対象,路上喫煙,169,1205
2022,1,23,分煙対策指導員,指導対象,路上喫煙過料,16,1206
2022,1,24,分煙対策指導員,指導対象,路上喫煙,227,1207
2022,1,24,分煙対策指導員,指導対象,路上喫煙過料,27,1208
2022,1,25,分煙対策指導員,指導対象,路上喫煙,177,1209
2022,1,25,分煙対策指導員,指導対象,路上喫煙過料,9,1210
2022,1,26,分煙対策指導員,指導対象,路上喫煙,165,1211
2022,1,26,分煙対策指導員,指導対象,路上喫煙過料,12,1212
2022,1,27,分煙対策指導員,指導対象,路上喫煙,207,1213
2022,1,27,分煙対策指導員,指導対象,路上喫煙過料,17,1214
2022,1,28,分煙対策指導員,指導対象,路上喫煙,181,1215
2022,1,28,分煙対策指導員,指導対象,路上喫煙過料,14,1216
2022,1,29,分煙対策指導員,指導対象,路上喫煙,181,1217
2022,1,29,分煙対策指導員,指導対象,路上喫煙過料,21,1218
2022,1,30,分煙対策指導員,指導対象,路上喫煙,216,1219
2022,1,30,分煙対策指導員,指導対象,路上喫煙過料,19,1220
2022,1,31,分煙対策指導員,指導対象,路上喫煙,176,1221
2022,1,31,分煙対策指導員,指導対象,路上喫煙過料,19,1222
2022,2,1,分煙対策指導員,指導対象,路上喫煙,143,1223
2022,2,1,分煙対策指導員,指導対象,路上喫煙過料,20,1224
2022,2,2,分煙対策指導員,指導対象,路上喫煙,153,1225
2022,2,2,分煙対策指導員,指導対象,路上喫煙過料,13,1226
2022,2,3,分煙対策指導員,指導対象,路上喫煙,197,1227
2022,2,3,分煙対策指導員,指導対象,路上喫煙過料,21,1228
2022,2,4,分煙対策指導員,指導対象,路上喫煙,205,1229
2022,2,4,分煙対策指導員,指導対象,路上喫煙過料,24,1230
2022,2,5,分煙対策指導員,指導対象,路上喫煙,177,1231
2022,2,5,分煙対策指導員,指導対象,路上喫煙過料,31,1232
2022,2,6,分煙対策指導員,指導対象,路上喫煙,209,1233
2022,2,6,分煙対策指導員,指導対象,路上喫煙過料,19,1234
2022,2,7,分煙対策指導員,指導対象,路上喫煙,271,1235
2022,2,7,分煙対策指導員,指導対象,路上喫煙過料,23,1236
2022,2,8,分煙対策指導員,指導対象,路上喫煙,174,1237
2022,2,8,分煙対策指導員,指導対象,路上喫煙過料,13,1238
2022,2,9,分煙対策指導員,指導対象,路上喫煙,245,1239
2022,2,9,分煙対策指導員,指導対象,路上喫煙過料,23,1240
2022,2,10,分煙対策指導員,指導対象,路上喫煙,152,1241
2022,2,10,分煙対策指導員,指導対象,路上喫煙過料,5,1242
2022,2,11,分煙対策指導員,指導対象,路上喫煙,239,1243
2022,2,11,分煙対策指導員,指導対象,路上喫煙過料,26,1244
2022,2,12,分煙対策指導員,指導対象,路上喫煙,0,1245
2022,2,12,分煙対策指導員,指導対象,路上喫煙過料,0,1246
2022,2,13,分煙対策指導員,指導対象,路上喫煙,143,1247
2022,2,13,分煙対策指導員,指導対象,路上喫煙過料,11,1248
2022,2,14,分煙対策指導員,指導対象,路上喫煙,227,1249
2022,2,14,分煙対策指導員,指導対象,路上喫煙過料,28,1250
2021,8,24,分煙対策指導員,指導対象,路上喫煙,139,1251
2021,8,24,分煙対策指導員,指導対象,路上喫煙過料,0,1252
2021,8,25,分煙対策指導員,指導対象,路上喫煙,138,1253
2021,8,25,分煙対策指導員,指導対象,路上喫煙過料,0,1254
2021,8,26,分煙対策指導員,指導対象,路上喫煙,114,1255
2021,8,26,分煙対策指導員,指導対象,路上喫煙過料,0,1256
2021,8,27,分煙対策指導員,指導対象,路上喫煙,124,1257
2021,8,27,分煙対策指導員,指導対象,路上喫煙過料,0,1258
2021,8,28,分煙対策指導員,指導対象,路上喫煙,185,1259
2021,8,28,分煙対策指導員,指導対象,路上喫煙過料,0,1260
2021,8,29,分煙対策指導員,指導対象,路上喫煙,101,1261
2021,8,29,分煙対策指導員,指導対象,路上喫煙過料,0,1262
2021,9,18,分煙対策指導員,指導対象,路上喫煙,132,1263
2021,8,30,分煙対策指導員,指導対象,路上喫煙,117,1264
2021,8,30,分煙対策指導員,指導対象,路上喫煙過料,0,1265
2021,8,31,分煙対策指導員,指導対象,路上喫煙,109,1266
2021,8,31,分煙対策指導員,指導対象,路上喫煙過料,0,1267
2021,9,1,分煙対策指導員,指導対象,路上喫煙,97,1268
2021,9,1,分煙対策指導員,指導対象,路上喫煙過料,0,1269
2021,9,2,分煙対策指導員,指導対象,路上喫煙,76,1270
2021,9,2,分煙対策指導員,指導対象,路上喫煙過料,0,1271
2021,9,3,分煙対策指導員,指導対象,路上喫煙,119,1272
2021,9,3,分煙対策指導員,指導対象,路上喫煙過料,0,1273
2021,9,4,分煙対策指導員,指導対象,路上喫煙,118,1274
2021,9,4,分煙対策指導員,指導対象,路上喫煙過料,0,1275
2021,9,5,分煙対策指導員,指導対象,路上喫煙,111,1276
2021,9,5,分煙対策指導員,指導対象,路上喫煙過料,0,1277
2021,9,6,分煙対策指導員,指導対象,路上喫煙,107,1278
2021,9,6,分煙対策指導員,指導対象,路上喫煙過料,0,1279
2021,9,7,分煙対策指導員,指導対象,路上喫煙,161,1280
2021,9,7,分煙対策指導員,指導対象,路上喫煙過料,0,1281
2021,9,8,分煙対策指導員,指導対象,路上喫煙,107,1282
2021,9,8,分煙対策指導員,指導対象,路上喫煙過料,0,1283
2021,9,9,分煙対策指導員,指導対象,路上喫煙,117,1284
2021,9,9,分煙対策指導員,指導対象,路上喫煙過料,0,1285
2021,9,10,分煙対策指導員,指導対象,路上喫煙,150,1286
2021,9,10,分煙対策指導員,指導対象,路上喫煙過料,0,1287
2021,9,11,分煙対策指導員,指導対象,路上喫煙,159,1288
2021,9,11,分煙対策指導員,指導対象,路上喫煙過料,0,1289
2021,9,12,分煙対策指導員,指導対象,路上喫煙,0,1290
2021,9,12,分煙対策指導員,指導対象,路上喫煙過料,0,1291
2021,9,13,分煙対策指導員,指導対象,路上喫煙,207,1292
2021,9,13,分煙対策指導員,指導対象,路上喫煙過料,0,1293
2021,9,14,分煙対策指導員,指導対象,路上喫煙,130,1294
2021,9,14,分煙対策指導員,指導対象,路上喫煙過料,0,1295
2021,9,15,分煙対策指導員,指導対象,路上喫煙,59,1296
2021,9,15,分煙対策指導員,指導対象,路上喫煙過料,0,1297
2021,9,16,分煙対策指導員,指導対象,路上喫煙,205,1298
2021,9,16,分煙対策指導員,指導対象,路上喫煙過料,0,1299
2021,9,17,分煙対策指導員,指導対象,路上喫煙,139,1300
2021,9,17,分煙対策指導員,指導対象,路上喫煙過料,0,1301
2021,9,18,分煙対策指導員,指導対象,路上喫煙過料,0,1302
2021,9,19,分煙対策指導員,指導対象,路上喫煙,148,1303
2021,9,19,分煙対策指導員,指導対象,路上喫煙過料,0,1304
2021,9,20,分煙対策指導員,指導対象,路上喫煙,166,1305
2021,9,20,分煙対策指導員,指導対象,路上喫煙過料,0,1306
2021,9,21,分煙対策指導員,指導対象,路上喫煙,117,1307
2021,9,21,分煙対策指導員,指導対象,路上喫煙過料,0,1308
2021,9,22,分煙対策指導員,指導対象,路上喫煙,181,1309
2021,9,22,分煙対策指導員,指導対象,路上喫煙過料,0,1310
2021,9,23,分煙対策指導員,指導対象,路上喫煙,139,1311
2021,9,23,分煙対策指導員,指導対象,路上喫煙過料,0,1312
2021,9,24,分煙対策指導員,指導対象,路上喫煙,150,1313
2021,9,24,分煙対策指導員,指導対象,路上喫煙過料,0,1314
2021,9,25,分煙対策指導員,指導対象,路上喫煙,151,1315
2021,9,25,分煙対策指導員,指導対象,路上喫煙過料,0,1316
2021,9,26,分煙対策指導員,指導対象,路上喫煙,136,1317
2021,9,26,分煙対策指導員,指導対象,路上喫煙過料,0,1318
2021,9,27,分煙対策指導員,指導対象,路上喫煙,138,1319
2021,9,27,分煙対策指導員,指導対象,路上喫煙過料,0,1320
2021,9,28,分煙対策指導員,指導対象,路上喫煙,152,1321
2021,9,28,分煙対策指導員,指導対象,路上喫煙過料,0,1322
2021,9,29,分煙対策指導員,指導対象,路上喫煙,154,1323
2021,9,29,分煙対策指導員,指導対象,路上喫煙過料,0,1324
2021,9,30,分煙対策指導員,指導対象,路上喫煙,137,1325
2021,9,30,分煙対策指導員,指導対象,路上喫煙過料,0,1326
2021,10,1,分煙対策指導員,指導対象,路上喫煙,61,1327
2021,10,1,分煙対策指導員,指導対象,路上喫煙過料,0,1328
2021,10,2,分煙対策指導員,指導対象,路上喫煙,94,1329
2021,10,2,分煙対策指導員,指導対象,路上喫煙過料,0,1330
2021,10,3,分煙対策指導員,指導対象,路上喫煙,168,1331
2021,10,3,分煙対策指導員,指導対象,路上喫煙過料,0,1332
2021,10,4,分煙対策指導員,指導対象,路上喫煙,83,1333
2021,10,4,分煙対策指導員,指導対象,路上喫煙過料,31,1334
2021,10,5,分煙対策指導員,指導対象,路上喫煙,90,1335
2021,10,5,分煙対策指導員,指導対象,路上喫煙過料,35,1336
2021,10,6,分煙対策指導員,指導対象,路上喫煙,160,1337
2021,10,6,分煙対策指導員,指導対象,路上喫煙過料,55,1338
2021,10,7,分煙対策指導員,指導対象,路上喫煙,70,1339
2021,10,7,分煙対策指導員,指導対象,路上喫煙過料,17,1340
2021,10,8,分煙対策指導員,指導対象,路上喫煙,201,1341
2021,10,8,分煙対策指導員,指導対象,路上喫煙過料,48,1342
2021,10,9,分煙対策指導員,指導対象,路上喫煙,179,1343
2021,10,9,分煙対策指導員,指導対象,路上喫煙過料,50,1344
2021,10,10,分煙対策指導員,指導対象,路上喫煙,0,1345
2021,10,10,分煙対策指導員,指導対象,路上喫煙過料,0,1346
2021,10,11,分煙対策指導員,指導対象,路上喫煙,152,1347
2021,10,11,分煙対策指導員,指導対象,路上喫煙過料,43,1348
2021,10,12,分煙対策指導員,指導対象,路上喫煙,199,1349
2021,10,12,分煙対策指導員,指導対象,路上喫煙過料,35,1350
2021,12,2,分煙対策指導員,指導対象,路上喫煙,126,1351
2021,12,2,分煙対策指導員,指導対象,路上喫煙過料,31,1352
2021,12,3,分煙対策指導員,指導対象,路上喫煙,134,1353
2021,12,3,分煙対策指導員,指導対象,路上喫煙過料,23,1354
2021,12,4,分煙対策指導員,指導対象,路上喫煙,120,1355
2021,12,4,分煙対策指導員,指導対象,路上喫煙過料,22,1356
2021,12,5,分煙対策指導員,指導対象,路上喫煙,89,1357
2021,12,5,分煙対策指導員,指導対象,路上喫煙過料,27,1358
2021,12,6,分煙対策指導員,指導対象,路上喫煙,133,1359
2021,12,6,分煙対策指導員,指導対象,路上喫煙過料,27,1360
2021,12,7,分煙対策指導員,指導対象,路上喫煙,187,1361
2021,12,7,分煙対策指導員,指導対象,路上喫煙過料,31,1362
2021,12,8,分煙対策指導員,指導対象,路上喫煙,116,1363
2021,12,8,分煙対策指導員,指導対象,路上喫煙過料,15,1364
2021,12,9,分煙対策指導員,指導対象,路上喫煙,145,1365
2021,12,9,分煙対策指導員,指導対象,路上喫煙過料,21,1366
2021,12,10,分煙対策指導員,指導対象,路上喫煙,143,1367
2021,12,10,分煙対策指導員,指導対象,路上喫煙過料,28,1368
2021,12,11,分煙対策指導員,指導対象,路上喫煙,147,1369
2021,12,11,分煙対策指導員,指導対象,路上喫煙過料,26,1370
2021,12,12,分煙対策指導員,指導対象,路上喫煙,0,1371
2021,12,12,分煙対策指導員,指導対象,路上喫煙過料,0,1372
2021,12,13,分煙対策指導員,指導対象,路上喫煙,110,1373
2021,12,13,分煙対策指導員,指導対象,路上喫煙過料,37,1374
2021,12,14,分煙対策指導員,指導対象,路上喫煙,160,1375
2021,12,14,分煙対策指導員,指導対象,路上喫煙過料,22,1376
2021,12,15,分煙対策指導員,指導対象,路上喫煙,99,1377
2021,12,15,分煙対策指導員,指導対象,路上喫煙過料,27,1378
2021,12,16,分煙対策指導員,指導対象,路上喫煙,194,1379
2021,12,16,分煙対策指導員,指導対象,路上喫煙過料,24,1380
2021,12,17,分煙対策指導員,指導対象,路上喫煙,101,1381
2021,12,17,分煙対策指導員,指導対象,路上喫煙過料,21,1382
2021,12,18,分煙対策指導員,指導対象,路上喫煙,130,1383
2021,12,18,分煙対策指導員,指導対象,路上喫煙過料,20,1384
2021,12,19,分煙対策指導員,指導対象,路上喫煙,172,1385
